trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1276,False,"{'a': 0.7, 'e': 0.027994625547792716}",20,10,17.696577770336045,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1277,False,"{'a': 0.7, 'e': 0.027983662310423867}",25,2,38.985017068366126,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1278,False,"{'a': 0.7, 'e': 0.02797271194322297}",30,16,-16.21824225839683,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
1279,False,"{'a': 0.7, 'e': 0.02796177442102841}",20,6,20.9830562446693,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1280,False,"{'a': 0.7, 'e': 0.02795084971874737}",20,0,33.690333778597285,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1281,False,"{'a': 0.7, 'e': 0.02793993781135563}",20,2,29.94514978649968,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1282,False,"{'a': 0.7, 'e': 0.027929038673897278}",25,11,27.385643762681962,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1283,False,"{'a': 0.7, 'e': 0.027918152281484514}",25,17,13.667620477711095,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1284,False,"{'a': 0.7, 'e': 0.02790727860929738}",25,16,15.259997578128532,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1285,False,"{'a': 0.7, 'e': 0.027896417632583534}",20,0,29.6710327918478,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1286,False,"{'a': 0.7, 'e': 0.027885569326658022}",20,7,21.315460014566767,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1287,False,"{'a': 0.7, 'e': 0.027874733666903025}",25,12,22.464093976673666,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1288,False,"{'a': 0.7, 'e': 0.02786391062876764}",20,6,25.772515727583592,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1289,False,"{'a': 0.7, 'e': 0.02785310018776764}",20,11,14.295733310090654,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1290,False,"{'a': 0.7, 'e': 0.027842302319485226}",30,12,31.962210654940083,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1291,False,"{'a': 0.7, 'e': 0.027831516999568835}",30,7,41.59150794543134,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1292,False,"{'a': 0.7, 'e': 0.027820744203732862}",25,11,21.889523282626882,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1293,False,"{'a': 0.7, 'e': 0.02780998390775747}",20,4,23.948046995447292,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1294,False,"{'a': 0.7, 'e': 0.02779923608748833}",25,17,13.62950148987989,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1295,False,"{'a': 0.7, 'e': 0.02778850071883642}",20,11,15.430719248822374,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1296,False,"{'a': 0.7, 'e': 0.027777777777777776}",35,7,5.311605277530678,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 1}",1
1297,False,"{'a': 0.7, 'e': 0.027767067240353285}",20,8,22.27944167813395,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1298,False,"{'a': 0.7, 'e': 0.027756369082668444}",20,9,23.079818267981583,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1299,False,"{'a': 0.7, 'e': 0.02774568328089315}",20,0,-68.58496619633776,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
1300,False,"{'a': 0.7, 'e': 0.027735009811261455}",20,9,23.328719630143624,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1301,False,"{'a': 0.7, 'e': 0.027724348650071385}",20,6,13.01858529405449,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1302,False,"{'a': 0.7, 'e': 0.027713699773684663}",20,0,34.51547307563104,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1303,False,"{'a': 0.7, 'e': 0.027703063158526546}",35,18,23.260815990663886,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1304,False,"{'a': 0.7, 'e': 0.027692438781085564}",25,14,23.395863626659235,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1305,False,"{'a': 0.7, 'e': 0.027681826617913324}",30,17,22.372656103053647,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1306,False,"{'a': 0.7, 'e': 0.027671226645624276}",35,21,29.893443676169817,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1307,False,"{'a': 0.7, 'e': 0.027660638840895514}",20,13,17.03147738710628,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1308,False,"{'a': 0.7, 'e': 0.02765006318046655}",25,12,22.123834445974293,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1309,False,"{'a': 0.7, 'e': 0.027639499641139105}",20,14,10.288823511537707,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1310,False,"{'a': 0.7, 'e': 0.02762894819977688}",25,0,41.04888046555034,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1311,False,"{'a': 0.7, 'e': 0.027618408833305373}",25,13,15.481776130113154,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
1312,False,"{'a': 0.7, 'e': 0.027607881518711633}",20,9,21.55138650086867,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1313,False,"{'a': 0.7, 'e': 0.027597366233044082}",20,10,15.896711023422656,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1314,False,"{'a': 0.7, 'e': 0.027586862953412266}",20,10,16.598605839132297,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1315,False,"{'a': 0.7, 'e': 0.027576371656986686}",20,10,8.376331253700586,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1316,False,"{'a': 0.7, 'e': 0.027565892320998563}",25,0,16.753595789537094,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
1317,False,"{'a': 0.7, 'e': 0.027555424922739644}",25,20,9.026956884089497,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1318,False,"{'a': 0.7, 'e': 0.027544969439561987}",20,15,9.885912397594872,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1319,False,"{'a': 0.7, 'e': 0.02753452584887775}",25,11,22.942616913396098,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1320,False,"{'a': 0.7, 'e': 0.027524094128159017}",30,17,12.527055715636642,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1321,False,"{'a': 0.7, 'e': 0.027513674254937545}",20,0,31.110200537047177,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1322,False,"{'a': 0.7, 'e': 0.027503266206804603}",20,16,5.466806846368746,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1323,False,"{'a': 0.7, 'e': 0.02749286996141075}",25,6,34.17375199350335,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1324,False,"{'a': 0.7, 'e': 0.027482485496465633}",25,16,19.01252040799333,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1325,False,"{'a': 0.7, 'e': 0.027472112789737803}",25,3,31.208975355039943,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
1326,False,"{'a': 0.7, 'e': 0.027461751819054487}",25,7,34.24948801512241,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1327,False,"{'a': 0.7, 'e': 0.027451402562301407}",25,18,11.932369092214847,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1328,False,"{'a': 0.7, 'e': 0.027441064997422587}",20,12,17.967467345391327,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1329,False,"{'a': 0.7, 'e': 0.02743073910242014}",25,17,16.875575889212996,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1330,False,"{'a': 0.7, 'e': 0.027420424855354085}",35,24,24.381298933742258,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1331,False,"{'a': 0.7, 'e': 0.027410122234342145}",25,0,39.107833945659,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1332,False,"{'a': 0.7, 'e': 0.02739983121755955}",20,4,24.60330700678911,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1333,False,"{'a': 0.7, 'e': 0.027389551783238836}",30,18,26.679208231153602,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1334,False,"{'a': 0.7, 'e': 0.027379283909669677}",30,19,21.80915560558533,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1335,False,"{'a': 0.7, 'e': 0.027369027575198667}",25,13,24.266185259020062,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1336,False,"{'a': 0.7, 'e': 0.027358782758229137}",30,16,25.290074149330817,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1337,False,"{'a': 0.7, 'e': 0.02734854943722097}",25,3,30.53473310133958,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
1338,False,"{'a': 0.7, 'e': 0.027338327590690405}",30,0,48.79125556229342,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",1
1339,False,"{'a': 0.7, 'e': 0.02732811719720984}",25,18,12.694349723970054,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1340,False,"{'a': 0.7, 'e': 0.027317918235407655}",20,6,25.69795295780324,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1341,False,"{'a': 0.7, 'e': 0.027307730683968016}",20,0,33.96679026024902,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1342,False,"{'a': 0.7, 'e': 0.027297554521630706}",20,0,21.000365471397274,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
1343,False,"{'a': 0.7, 'e': 0.027287389727190907}",25,0,34.96317012538676,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1344,False,"{'a': 0.7, 'e': 0.02727723627949905}",30,19,19.004446481060747,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1345,False,"{'a': 0.7, 'e': 0.027267094157460592}",20,12,13.77481267080099,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1346,False,"{'a': 0.7, 'e': 0.027256963340035873}",25,10,23.86526808804622,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1347,False,"{'a': 0.7, 'e': 0.027246843806239894}",20,9,17.775841190607668,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1348,False,"{'a': 0.7, 'e': 0.027236735535142165}",30,12,29.213689111289035,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1349,False,"{'a': 0.7, 'e': 0.027226638505866506}",20,14,7.8566983570561675,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1350,False,"{'a': 0.7, 'e': 0.027216552697590865}",20,0,31.48515253048765,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1351,False,"{'a': 0.7, 'e': 0.02720647808954716}",20,3,30.385812735989624,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1352,False,"{'a': 0.7, 'e': 0.02719641466102106}",25,17,13.904383408052636,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1353,False,"{'a': 0.7, 'e': 0.027186362391351842}",20,14,11.247044370316756,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1354,False,"{'a': 0.7, 'e': 0.0271763212599322}",20,4,20.974858436025016,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
1355,False,"{'a': 0.7, 'e': 0.02716629124620806}",25,8,29.934919021165747,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1356,False,"{'a': 0.7, 'e': 0.027156272329678422}",35,21,28.215070585235594,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1357,False,"{'a': 0.7, 'e': 0.027146264489895156}",30,24,13.045076799793701,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1358,False,"{'a': 0.7, 'e': 0.027136267706462856}",35,12,41.744070065261866,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1359,False,"{'a': 0.7, 'e': 0.027126281959038646}",30,16,12.510664603158219,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1360,False,"{'a': 0.7, 'e': 0.02711630722733202}",25,10,25.175129136200102,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1361,False,"{'a': 0.7, 'e': 0.027106343491104655}",25,15,14.951874751108729,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1362,False,"{'a': 0.7, 'e': 0.02709639073017024}",20,6,21.153888836376087,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1363,False,"{'a': 0.7, 'e': 0.027086448924394324}",35,9,40.228791042641525,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
1364,False,"{'a': 0.7, 'e': 0.027076518053694116}",25,7,32.31052580935267,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1365,False,"{'a': 0.7, 'e': 0.027066598098038335}",30,3,43.08380400605502,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
1366,False,"{'a': 0.7, 'e': 0.027056689037447044}",30,15,29.03345659247163,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1367,False,"{'a': 0.7, 'e': 0.02704679085199144}",20,7,24.716248587298658,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1368,False,"{'a': 0.7, 'e': 0.02703690352179376}",25,11,23.93254216615514,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1369,False,"{'a': 0.7, 'e': 0.02702702702702703}",30,22,17.37942850494173,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1370,False,"{'a': 0.7, 'e': 0.02701716134791496}",25,14,21.42055890716631,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1371,False,"{'a': 0.7, 'e': 0.027007306464731755}",25,11,29.502979112703414,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1372,False,"{'a': 0.7, 'e': 0.02699746235780194}",20,9,15.324182856426503,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1373,False,"{'a': 0.7, 'e': 0.026987629007500225}",30,15,30.90839140162035,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1374,False,"{'a': 0.7, 'e': 0.026977806394251295}",20,12,15.562164256610998,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1375,False,"{'a': 0.7, 'e': 0.026967994498529685}",25,15,19.015210783190582,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1376,False,"{'a': 0.7, 'e': 0.026958193300859603}",25,8,23.0166286676911,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
1377,False,"{'a': 0.7, 'e': 0.026948402781814772}",20,9,-22.616400893833898,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
1378,False,"{'a': 0.7, 'e': 0.026938622922018266}",20,15,8.929224836781609,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1379,False,"{'a': 0.7, 'e': 0.026928853702142336}",25,5,32.332123492612396,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1380,False,"{'a': 0.7, 'e': 0.026919095102908276}",20,12,13.896274498571437,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1381,False,"{'a': 0.7, 'e': 0.02690934710508624}",20,6,23.293503436101926,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1382,False,"{'a': 0.7, 'e': 0.026899609689495087}",20,15,11.11850165240607,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1383,False,"{'a': 0.7, 'e': 0.026889882837002246}",20,14,13.663927493994677,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1384,False,"{'a': 0.7, 'e': 0.026880166528523517}",35,21,21.184746313608997,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1385,False,"{'a': 0.7, 'e': 0.026870460745022952}",30,13,26.385669711664416,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1386,False,"{'a': 0.7, 'e': 0.026860765467512676}",25,12,27.11535176826211,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1387,False,"{'a': 0.7, 'e': 0.026851080677052736}",20,9,-22.340129156816783,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
1388,False,"{'a': 0.7, 'e': 0.02684140635475095}",20,6,25.002383941934077,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1389,False,"{'a': 0.7, 'e': 0.026831742481762743}",25,17,16.205386850965976,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1390,False,"{'a': 0.7, 'e': 0.026822089039291005}",30,13,28.45977605760532,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1391,False,"{'a': 0.7, 'e': 0.02681244600858593}",30,24,9.29529107538419,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1392,False,"{'a': 0.7, 'e': 0.02680281337094487}",25,3,37.46479493071963,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1393,False,"{'a': 0.7, 'e': 0.026793191107712163}",20,8,20.093348557360887,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1394,False,"{'a': 0.7, 'e': 0.026783579200279007}",20,3,30.838914869275527,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1395,False,"{'a': 0.7, 'e': 0.026773977630083295}",25,18,13.994333021492992,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1396,False,"{'a': 0.7, 'e': 0.02676438637860946}",25,5,34.1268438950488,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1397,False,"{'a': 0.7, 'e': 0.026754805427388343}",30,15,5.572661190500582,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
1398,False,"{'a': 0.7, 'e': 0.02674523475799702}",25,13,21.783205734934754,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1399,False,"{'a': 0.7, 'e': 0.02673567435205868}",30,13,20.796138164118364,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1400,False,"{'a': 0.7, 'e': 0.026726124191242435}",20,0,30.874120859145357,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1401,False,"{'a': 0.7, 'e': 0.02671658425726324}",20,10,17.32985055219389,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1402,False,"{'a': 0.7, 'e': 0.026707054531881675}",20,6,11.631452180920505,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1403,False,"{'a': 0.7, 'e': 0.02669753499690384}",30,0,38.088014992310995,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
1404,False,"{'a': 0.7, 'e': 0.02668802563418119}",25,14,20.607973194474283,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1405,False,"{'a': 0.7, 'e': 0.026678526425610406}",20,13,12.260553076983522,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1406,False,"{'a': 0.7, 'e': 0.026669037353133248}",35,23,21.759280614907183,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1407,False,"{'a': 0.7, 'e': 0.026659558398736394}",30,19,19.43086513254468,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1408,False,"{'a': 0.7, 'e': 0.026650089544451302}",25,15,18.827442908864576,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1409,False,"{'a': 0.7, 'e': 0.026640630772354096}",25,15,20.827802342618536,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1410,False,"{'a': 0.7, 'e': 0.026631182064565374}",20,11,16.48241610338632,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1411,False,"{'a': 0.7, 'e': 0.026621743403250103}",30,13,29.41936241618471,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1412,False,"{'a': 0.7, 'e': 0.026612314770617474}",30,18,24.885454475991178,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1413,False,"{'a': 0.7, 'e': 0.026602896148920738}",25,15,19.151692057605782,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1414,False,"{'a': 0.7, 'e': 0.026593487520457093}",20,14,13.035321214820208,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1415,False,"{'a': 0.7, 'e': 0.026584088867567534}",20,6,22.63009534358704,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1416,False,"{'a': 0.7, 'e': 0.026574700172636696}",30,16,28.7246617807908,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1417,False,"{'a': 0.7, 'e': 0.02656532141809275}",20,9,23.534846288821267,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1418,False,"{'a': 0.7, 'e': 0.026555952586407233}",20,0,22.643202803456077,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
1419,False,"{'a': 0.7, 'e': 0.026546593660094948}",25,11,27.359600250601076,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1420,False,"{'a': 0.7, 'e': 0.026537244621713762}",25,13,23.099022410858975,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1421,False,"{'a': 0.7, 'e': 0.02652790545386455}",25,18,12.032647211159235,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1422,False,"{'a': 0.7, 'e': 0.026518576139190998}",25,10,25.333305286152886,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1423,False,"{'a': 0.7, 'e': 0.0265092566603795}",25,7,27.945622328526333,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1424,False,"{'a': 0.7, 'e': 0.026499947000159}",25,14,23.323056046600854,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1425,False,"{'a': 0.7, 'e': 0.02649064714130088}",25,9,31.18319724249399,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1426,False,"{'a': 0.7, 'e': 0.026481357066618805}",20,10,17.330127231873824,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1427,False,"{'a': 0.7, 'e': 0.026472076758968607}",30,21,17.439279958007823,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1428,False,"{'a': 0.7, 'e': 0.026462806201248155}",25,8,30.657914849455974,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1429,False,"{'a': 0.7, 'e': 0.0264535453763972}",30,15,4.204085218928954,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
1430,False,"{'a': 0.7, 'e': 0.026444294267397254}",20,11,11.22182362587767,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1431,False,"{'a': 0.7, 'e': 0.02643505285727147}",25,5,34.115547821378264,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1432,False,"{'a': 0.7, 'e': 0.026425821129084495}",20,15,8.84157568906596,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1433,False,"{'a': 0.7, 'e': 0.026416599065942358}",25,10,22.52786362860704,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1434,False,"{'a': 0.7, 'e': 0.026407386650992314}",20,6,26.06103104591204,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1435,False,"{'a': 0.7, 'e': 0.02639818386742273}",25,17,15.829260953505596,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1436,False,"{'a': 0.7, 'e': 0.026388990698462976}",25,14,20.138328859019406,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1437,False,"{'a': 0.7, 'e': 0.026379807127383248}",25,13,19.138784485062317,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1438,False,"{'a': 0.7, 'e': 0.026370633137494492}",25,11,15.667603322833802,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
1439,False,"{'a': 0.7, 'e': 0.02636146871214824}",25,6,31.222088811604795,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1440,False,"{'a': 0.7, 'e': 0.026352313834736494}",20,13,13.109599892081963,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1441,False,"{'a': 0.7, 'e': 0.02634316848869161}",25,12,21.66120638678889,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1442,False,"{'a': 0.7, 'e': 0.026334032657486166}",35,23,23.093493659103018,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1443,False,"{'a': 0.7, 'e': 0.02632490632463282}",30,15,30.264624377980578,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1444,False,"{'a': 0.7, 'e': 0.02631578947368421}",20,0,33.1215253777732,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1445,False,"{'a': 0.7, 'e': 0.02630668208823282}",30,8,14.104711159629883,"{0: 21, 1: 0, 2: 0, 3: 1, 4: 0}",1
1446,False,"{'a': 0.7, 'e': 0.02629758415191085}",20,8,21.909878681128088,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1447,False,"{'a': 0.7, 'e': 0.026288495648390097}",20,11,16.818903412397248,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1448,False,"{'a': 0.7, 'e': 0.026279416561381837}",20,0,16.298572605714757,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1449,False,"{'a': 0.7, 'e': 0.02627034687463669}",20,11,17.338150022275705,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1450,False,"{'a': 0.7, 'e': 0.02626128657194451}",25,11,21.125514502377065,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1451,False,"{'a': 0.7, 'e': 0.026252235637134264}",25,11,26.090976320120504,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1452,False,"{'a': 0.7, 'e': 0.0262431940540739}",25,11,27.542947869096917,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1453,False,"{'a': 0.7, 'e': 0.026234161806670223}",30,20,22.761164433162463,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1454,False,"{'a': 0.7, 'e': 0.026225138878868803}",20,10,19.07369487534116,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1455,False,"{'a': 0.7, 'e': 0.026216125254653815}",20,7,21.63326988893936,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1456,False,"{'a': 0.7, 'e': 0.026207120918047958}",20,2,23.98757180963321,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1457,False,"{'a': 0.7, 'e': 0.026198125853112302}",25,12,24.872975307756736,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1458,False,"{'a': 0.7, 'e': 0.026189140043946204}",25,14,17.361529500840216,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
